Name,Link,ReleaseDate,ReleasePrice,CurrentDate,CurrentPrice
Radeon HD 6990,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6990&id=292,02 Apr 11,712.99,03 Jul 21,508.49
Ryzen 7 Extreme Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+Extreme+Edition&id=4243,,,,
GeForce MX350,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX350&id=4194,,,,
Intel Coffee Lake UHD,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Coffee+Lake+UHD&id=3849,,,,
GeForce MX150,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX150&id=3789,,,,
GeForce GTX 560 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+Ti&id=18,17 Mar 11,244.99,13 May 21,129.99
Ryzen 3 PRO 5350G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5350G+with+Radeon+Graphics&id=4429,,,,
GeForce GTX 770M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770M&id=2534,,,,
Radeon Ryzen 7 Microsoft Surface Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+Microsoft+Surface+Edition&id=4386,,,,
Radeon RX Vega 11 Ryzen 5 3400GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+Ryzen+5+3400GE&id=4754,,,,
Radeon HD 5970,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5970&id=20,08 Mar 11,909.99,13 May 21,525
Radeon RX Vega 11 Processor,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+Processor&id=4338,,,,
Quadro K5000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000M&id=1618,,,,
Radeon Vega 11,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11&id=4136,,,,
Radeon Pro 450,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+450&id=3683,,,,
Ryzen 5 5600U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600U+with+Radeon+Graphics&id=4404,,,,
Radeon Ryzen 3 PRO 7330U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+7330U&id=4779,,,,
Ryzen 3 PRO 5350GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5350GE+with+Radeon+Graphics&id=4430,,,,
Quadro K1200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1200&id=3193,01 Jul 15,299,16 Jun 22,319.95
Quadro K3100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3100M&id=2684,20 Dec 14,831,02 Oct 19,399.95
Radeon TM R9 A360,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+TM+R9+A360&id=3473,,,,
Ryzen 3 4300GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+4300GE+with+Radeon+Graphics&id=4302,,,,
Quadro K620,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620&id=2950,23 Sep 14,169.99,16 Mar 20,138.83
Ryzen 5 5625U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5625U+with+Radeon+Graphics&id=4868,,,,
Quadro K4100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4100M&id=2736,,,,
GeForce GTX 850M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850M&id=2859,,,,
GeForce GTX 675MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675MX&id=2349,,,,
FirePro W4100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4100&id=3019,,,,
Radeon Ryzen 5 5625U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5625U&id=4666,,,,
Radeon Ryzen 5 5600U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600U&id=4453,,,,
Ryzen 5 PRO 7530U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+7530U+with+Radeon+Graphics&id=4878,,,,
Radeon HD 7770,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7770&id=322,13 May 12,129.99,13 May 21,139
Ryzen 5 PRO 5650U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5650U+with+Radeon+Graphics&id=4407,,,,
Quadro K4000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000M&id=2159,22 Jul 19,599.99,17 Dec 21,254
Quadro M600M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M600M&id=3397,,,,
Quadro M1000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1000M&id=3349,23 Nov 16,200,14 Dec 19,85.99
GeForce GTX 590,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+590&id=1457,02 Apr 11,788.3,10 Jun 21,295
Radeon Vega 11 Ryzen 5 PRO 3400GE w/,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3400GE+w%2F&id=4703,,,,
Quadro M620,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M620&id=3658,,,,
Ryzen 3 5300GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5300GE+with+Radeon+Graphics&id=4434,,,,
Ryzen 3 Pro 4350G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+Pro+4350G+with+Radeon+Graphics&id=4230,,,,
GRID P40-2Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-2Q&id=4026,,,,
Radeon Ryzen 7 PRO 5875U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+5875U&id=4725,,,,
Ryzen 5 5500U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5500U+with+Radeon+Graphics&id=4506,,,,
Quadro K4000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000&id=2272,17 May 13,798.04,20 Nov 21,255.93
FirePro W4300,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4300&id=3425,04 Feb 16,299,01 Oct 17,249.99
Ryzen 3 4300G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+4300G+with+Radeon+Graphics&id=4246,,,,
GeForce GTX 950M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950M&id=3171,,,,
Ryzen 3 5300G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5300G+with+Radeon+Graphics&id=4436,,,,
Radeon Ryzen 5 5500U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5500U&id=4660,,,,
FirePro M6100 FireGL V,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6100+FireGL+V&id=3695,,,,
GeForce GTX 460,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460&id=31,25 May 11,149.99,13 May 21,69.22
Ryzen 5 PRO 5675U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5675U+with+Radeon+Graphics&id=4871,,,,
Radeon E8860,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+E8860&id=3150,,,,
Radeon Ryzen Embedded V2718,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+Embedded+V2718&id=4375,,,,
GRID P40-3Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-3Q&id=4079,,,,
Radeon HD 8870M / R9 M270X / M370X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8870M+%2F+R9+M270X+%2F+M370X&id=2926,,,,
Radeon HD 6970,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6970&id=84,02 Jun 11,329.99,13 May 21,399
Ryzen 7 4800H with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4800H+with+Radeon+Graphics&id=4233,,,,
FirePro M6000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6000&id=2231,,,,
GRID P40-4Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-4Q&id=4080,,,,
Radeon Vega 8 Ryzen 3 3200G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+3+3200G&id=4673,,,,
FirePro 3D V7800,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V7800&id=438,,,,
Radeon Ryzen 7 7700X 8-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7700X+8-Core&id=4651,,,,
GRID P100-8Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-8Q&id=4178,,,,
Ryzen 3 PRO 4350GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+4350GE+with+Radeon+Graphics&id=4244,,,,
Intel G33/G31 Express,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+G33%2FG31+Express&id=782,,,,
GeForce GTX 470,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+470&id=55,19 May 11,301.97,27 May 21,109.99
Radeon HD 5870,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5870&id=48,18 May 11,749.99,13 May 21,119.99
Ryzen 3 7330U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+7330U+with+Radeon+Graphics&id=4875,,,,
Ryzen 7 4700U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4700U+with+Radeon+Graphics&id=4234,,,,
Ryzen 5 4600H with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4600H+with+Radeon+Graphics&id=4255,,,,
GRID P100-16Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-16Q&id=3966,,,,
Quadro 6000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+6000&id=1554,19 Mar 11,"3,999.99",30 Mar 22,270
FirePro M5100 FireGL V,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M5100+FireGL+V&id=3125,,,,
MONSTER GeForce GTX 675M,https://www.videocardbenchmark.net/gpu.php?gpu=MONSTER+GeForce+GTX+675M&id=2470,,,,
Ryzen 7 PRO 4750U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+4750U+with+Radeon+Graphics&id=4238,,,,
GeForce GTX 765M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+765M&id=2537,,,,
GeForce GTX 460 v2,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460+v2&id=1447,,,,
Radeon Ryzen 5 PRO 5675U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+5675U&id=4743,,,,
Radeon Ryzen 7 4700U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4700U&id=4349,,,,
Radeon HD 6870,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6870&id=22,17 Mar 11,209.99,13 May 21,109.99
Radeon R7 A8-7500,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7500&id=3681,,,,
Radeon HD 8870M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8870M&id=2838,,,,
Radeon Ryzen 7 PRO 4750U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+4750U&id=4354,,,,
Ryzen 3 5425U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5425U+with+Radeon+Graphics&id=4867,,,,
Seria Radeon HD 7700,https://www.videocardbenchmark.net/gpu.php?gpu=Seria+Radeon+HD+7700&id=3262,,,,
Radeon Ryzen 5 5560U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5560U&id=4555,,,,
GeForce GTX 560,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560&id=71,10 Aug 11,189.99,16 May 21,59.99
Radeon HD 8950,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8950&id=2927,,,,
Radeon R7 PRO A8-9600,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-9600&id=3613,,,,
Custom GPU 0405,https://www.videocardbenchmark.net/gpu.php?gpu=Custom+GPU+0405&id=4528,,,,
Radeon 610M Ryzen 9 7945HX,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+610M+Ryzen+9+7945HX&id=4760,,,,
Radeon Ryzen 5 7600 6-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7600+6-Core&id=4714,,,,
Radeon Vega 8 Ryzen 3 PRO 3200G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+3+PRO+3200G&id=4753,,,,
TENSOR 1.0 Driver Intel HD 630,https://www.videocardbenchmark.net/gpu.php?gpu=TENSOR+1.0+Driver+Intel+HD+630&id=4077,,,,
Radeon RX 550,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+550&id=3761,21 Jul 17,89.99,19 Nov 23,199.99
Radeon RX Vega 10 Ryzen 7 3750H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10+Ryzen+7+3750H&id=4672,,,,
Radeon Pro WX 3200,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+3200&id=4065,28 Apr 20,189.99,06 Oct 23,224.1
Radeon Ryzen 3 PRO 5450U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+5450U&id=4517,,,,
GeForce GTX 580M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580M&id=1455,,,,
Radeon Ryzen 5 Microsoft Surface Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+Microsoft+Surface+Edition&id=4382,,,,
GeForce GTX 760M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760M&id=2597,,,,
GeForce GTX 460,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460&id=31,25 May 11,149.99,13 May 21,69.22
GRID T4-1Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-1Q&id=4261,,,,
Radeon Ryzen 9 7950X3D 16-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7950X3D+16-Core&id=4761,,,,
FirePro M6100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6100&id=2657,,,,
Quadro M520,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M520&id=3754,,,,
GeForce GTX 485M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+485M&id=1450,,,,
Radeon R5 A10-9630P 4C+6G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A10-9630P+4C%2B6G&id=3785,,,,
Radeon R5 PRO A6-8570 2C+6G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8570+2C%2B6G&id=3667,,,,
GeForce MX250,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX250&id=4076,,,,
Radeon HD 6950,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6950&id=36,25 May 11,239.99,13 May 21,310
GeForce MX330,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX330&id=4203,,,,
Radeon HD HD7850M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+HD7850M&id=3212,,,,
GeForce GTX 745,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+745&id=2843,,,,
Radeon Ryzen 7 7800X3D 8-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7800X3D+8-Core&id=4790,,,,
GRID P100-1B,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-1B&id=3968,,,,
Quadro K620,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620&id=2950,23 Sep 14,169.99,13 May 21,74.99
Radeon R7 PRO A8-8670E,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8670E&id=3806,,,,
Radeon HD 5970,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5970&id=20,08 Mar 11,909.99,13 May 21,525
Radeon R9 M385,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M385&id=3383,,,,
GeForce MX130,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX130&id=3890,,,,
Radeon R5 340,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+340&id=3590,,,,
Qualcomm Adreno 8cx Gen 3,https://www.videocardbenchmark.net/gpu.php?gpu=Qualcomm+Adreno+8cx+Gen+3&id=4518,,,,
Intel UHD Graphics 770,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+770&id=4473,,,,
Radeon HD 7560D + 7700 Dual,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7700+Dual&id=2835,,,,
Radeon R9 M270X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M270X&id=3085,,,,
GeForce MX150,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX150&id=3789,,,,
Radeon R7 + R5 435 Dual A10-9700 RADEON,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R5+435+Dual+A10-9700+RADEON&id=3702,,,,
Radeon HD 8670D + 7700 Dual,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+7700+Dual&id=2572,,,,
Ryzen 5 4600U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4600U+with+Radeon+Graphics&id=4237,,,,
Intel Iris Pro Graphics 6200,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+Graphics+6200&id=3258,,,,
Radeon HD 7870M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7870M&id=2308,,,,
Radeon HD 5850,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5850&id=47,26 May 11,184.99,06 Jun 21,109.99
Radeon Ryzen 3 PRO 7335U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+7335U&id=5030,,,,
Embedded Radeon E9173,https://www.videocardbenchmark.net/gpu.php?gpu=Embedded+Radeon+E9173&id=3883,,,,
Ryzen 5 4500U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4500U+with+Radeon+Graphics&id=4235,,,,
Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10+Ryzen+7+PRO+3700U+w%2F&id=4747,,,,
GeForce 930MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930MX&id=3549,,,,
Ryzen 3 PRO 5475U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5475U+with+Radeon+Graphics&id=4872,,,,
Intel Iris Pro P6300,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+P6300&id=3542,,,,
Ryzen 3 5400U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5400U+with+Radeon+Graphics&id=4402,,,,
GRID M60-1Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-1Q&id=3749,,,,
Radeon RX Vega 10,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10&id=4066,,,,
GRID P40-2B,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-2B&id=3951,,,,
Radeon Ryzen 3 5425U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+5425U&id=4698,,,,
Intel UHD Graphics P630,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+P630&id=3924,,,,
GeForce GTX 670MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670MX&id=2296,,,,
Radeon Pro WX 4150,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4150&id=3787,10 Oct 21,635.49,01 Jun 22,610.04
NVS 810,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+810&id=3428,05 Mar 16,629,03 Feb 18,599.99
GeForce GTX 465,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+465&id=82,18 May 11,209.99,13 May 21,195
Radeon RX Vega11,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega11&id=4157,,,,
GeForce GTX 555,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+555&id=1451,,,,
Ryzen 3 5300U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5300U+with+Radeon+Graphics&id=4508,,,,
Radeon R5 430,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+430&id=3801,,,,
Barco MXRT 5500,https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+5500&id=2699,,,,
Radeon R7 A10-9700E RADEON,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-9700E+RADEON&id=3877,,,,
Radeon R9 350,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+350&id=3589,16 Nov 16,134.36,13 May 21,299
Quadro K3100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3100M&id=2684,20 Dec 14,831,02 Oct 19,399.95
Intel Iris Plus 645,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus+645&id=4162,,,,
GeForce GTX 645,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+645&id=2513,,,,
Radeon R7 Opteron X3421,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+Opteron+X3421&id=3823,,,,
GeForce GT 745M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+745M&id=2564,,,,
GeForce GTX 560 SE,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+SE&id=106,04 Nov 12,122.99,11 Jul 13,89.99
P106-090,https://www.videocardbenchmark.net/gpu.php?gpu=P106-090&id=4212,,,,
Radeon Ryzen 3 7330U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+7330U&id=4816,,,,
Ryzen 5 PRO 4650U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+4650U+with+Radeon+Graphics&id=4242,,,,
Quadro P520,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P520&id=4126,,,,
Intel Iris Pro 580,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+580&id=3481,,,,
Radeon R5 PRO A6-9500 2C+6G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-9500+2C%2B6G&id=3668,,,,
FirePro M6000 Mobility Pro,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6000+Mobility+Pro&id=2437,,,,
Radeon Vega 10,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10&id=4074,,,,
Radeon Vega 8,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8&id=3895,,,,
Radeon Ryzen 3 5300U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+5300U&id=4654,,,,
Radeon R7 430,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+430&id=3751,09 Feb 19,148.99,30 Jul 23,174.12
Quadro K3000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3000M&id=2213,,,,
Quadro 5010M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5010M&id=1553,,,,
Intel Iris Pro 5200,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+5200&id=2562,,,,
GeForce 940MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940MX&id=3453,,,,
Radeon Pro WX 3100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+3100&id=3783,,,,
Quadro K2100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2100M&id=2665,17 Sep 14,"2,099",16 Mar 20,550
Radeon HD 5830,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5830&id=69,15 May 11,109.99,13 May 21,89.99
Radeon R7 PRO A6-9500 2C+6G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A6-9500+2C%2B6G&id=4072,,,,
Radeon Vega 9,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+9&id=4156,,,,
GeForce GTX 480M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+480M&id=1449,,,,
GeForce 945M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+945M&id=3388,,,,
Radeon Vega 10 Ryzen 7 PRO 3700U w/,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10+Ryzen+7+PRO+3700U+w%2F&id=4727,,,,
Radeon R5 A6-9500E 2C+4G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-9500E+2C%2B4G&id=3997,,,,
GeForce GTX 660M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660M&id=1458,,,,
Radeon Pro WX 2100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+2100&id=3794,,,,
Radeon Vega 10 Mobile,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10+Mobile&id=3857,,,,
GeForce GT 740,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740&id=2883,24 Jul 14,88.99,13 May 21,259
Radeon RX 640,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+640&id=4168,,,,
Radeon R7 450,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+450&id=3588,28 Feb 18,49.99,30 Mar 22,299
Radeon HD 7750,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7750&id=321,23 Jun 12,99.99,16 Mar 24,129.94
GeForce GTX 650,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650&id=2155,29 Nov 12,118.78,13 May 21,299
Radeon R7 PRO A10-9700B,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700B&id=3882,,,,
Radeon R7 7850A10-7850K,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+7850A10-7850K&id=4054,,,,
Intel Iris Plus,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus&id=4120,,,,
GRID T4-4Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-4Q&id=4340,,,,
Radeon R7 PRO A10-8850B,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8850B&id=3529,,,,
FirePro V7900,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V7900&id=245,27 Oct 11,699.99,18 Dec 21,191
Radeon R7 A10 PRO-7850B,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10+PRO-7850B&id=3032,,,,
Radeon Ryzen 5 7600X 6-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7600X+6-Core&id=4647,,,,
Radeon R7 340,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+340&id=3543,,,,
