Name,Link,ReleaseDate,ReleasePrice,CurrentDate,CurrentPrice
Radeon RX 5300,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5300&id=4420,,,,
Quadro P4200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P4200&id=3959,,,,
Radeon R9 Fury X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury+X&id=3634,,,,
GeForce GTX 1060 5GB,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+5GB&id=3923,,,,
Radeon Pro 580,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+580&id=3933,,,,
Radeon R9 Fury,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury&id=3256,08 Jan 16,626.01,10 Mar 20,249.95
A10-8Q,https://www.videocardbenchmark.net/gpu.php?gpu=A10-8Q&id=4780,,,,
GeForce GTX Titan,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433,18 Mar 13,"1,019.99",13 May 21,740
Radeon Pro 5500 XT,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5500+XT&id=4264,,,,
GeForce GTX 1650 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090,,,,
GeForce GTX 1060 3GB,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+3GB&id=3566,12 Sep 16,199.99,12 Jun 22,269.99
GeForce GTX 780 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780+Ti&id=2717,21 Nov 13,699.99,13 May 21,389
GeForce GTX 970,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970&id=2954,27 Sep 14,329.99,03 Jul 21,293.75
Radeon Pro 5600M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5600M&id=4225,,,,
Radeon 780M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+780M&id=4818,,,,
Radeon RX 590,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+590&id=4025,06 Jan 19,259.99,29 Mar 22,209.99
GeForce RTX 2070 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2070+with+Max-Q+Design&id=4048,,,,
Quadro M5000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000&id=3369,25 Nov 15,"1,999",28 Aug 21,667.66
GeForce RTX 2060 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+%28Mobile%29&id=4085,,,,
Radeon R9 390,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464,,,,
Radeon Pro Vega 48,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Vega+48&id=4127,,,,
Quadro P2200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2200&id=4133,14 Sep 19,475.99,15 Apr 22,577.17
Quadro RTX 3000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+3000&id=4119,,,,
GeForce GTX 1060 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769,,,,
RTX A1000 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=RTX+A1000+Laptop+GPU&id=4558,,,,
RadeonT 780M,https://www.videocardbenchmark.net/gpu.php?gpu=RadeonT+780M&id=4897,,,,
Radeon RX 470/570,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470%2F570&id=3558,18 Sep 16,194.99,30 Mar 22,364.99
Quadro M5500,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5500&id=3459,,,,
GeForce RTX 3050 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+Laptop+GPU&id=4408,19 Feb 22,399.99,25 Oct 22,284.99
Tesla M40,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M40&id=4395,,,,
Radeon Pro 580X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+580X&id=4138,,,,
Radeon Ryzen 7 PRO 6860Z,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6860Z&id=4708,,,,
GeForce GTX TITAN Black,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Black&id=2842,28 May 14,"1,203.46",13 May 21,735
Radeon PRO W6400,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+PRO+W6400&id=4530,,,,
Radeon RX 580X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580X&id=4055,,,,
Quadro T2000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000&id=4113,,,,
GeForce GTX 1660 Ti (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti+%28Mobile%29&id=4091,,,,
Quadro P3200 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3200+with+Max-Q+Design&id=3963,,,,
Quadro P2000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000&id=3712,14 Apr 17,444.96,20 Nov 22,459.99
Radeon R9 390X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390X&id=3467,,,,
Radeon RX 580,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580&id=3736,14 Jun 17,629.99,25 May 22,364.01
Quadro P3200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3200&id=3942,,,,
GeForce GTX 1070 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1070+with+Max-Q+Design&id=3779,,,,
Radeon RX 480,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+480&id=3533,11 Aug 16,299.99,28 Aug 21,389
Tesla M60,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M60&id=3774,18 Jul 19,"1,999",30 Mar 22,834.25
Radeon Pro 5300,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5300&id=4315,,,,
Ryzen 7 7735HS with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+7735HS+with+Radeon+Graphics&id=4864,,,,
GeForce RTX 2060 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+with+Max-Q+Design&id=4199,,,,
GeForce GTX Titan,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433,18 Mar 13,"1,019.99",13 May 21,740
Radeon R9 290X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X&id=4263,,,,
Ryzen 9 6900HS with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+6900HS+with+Radeon+Graphics&id=4583,,,,
Tesla M60,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M60&id=3774,18 Jul 19,"1,999",30 Mar 22,834.25
GeForce GTX TITAN Z,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884,09 Dec 14,"1,589.91",03 Jul 21,"1,510"
Radeon R9 390,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464,,,,
Quadro M5000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000M&id=3408,,,,
GeForce GTX TITAN Z,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884,09 Dec 14,"1,589.91",28 Aug 21,"1,385"
GeForce GTX 1050 Ti with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+with+Max-Q+Design&id=3922,,,,
Quadro K6000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K6000&id=2666,06 Oct 13,"4,999",29 Jun 21,250.46
Radeon RX Vega M GH,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GH&id=3915,,,,
GeForce RTX 2050,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2050&id=4501,,,,
GeForce GTX 1050 Ti (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+%28Mobile%29&id=4089,,,,
AMD Ryzen Z1 Extreme,https://www.videocardbenchmark.net/gpu.php?gpu=AMD+Ryzen+Z1+Extreme&id=4918,,,,
GeForce GTX 780,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780&id=2525,10 Jul 13,786.44,13 May 21,450
Radeon Ryzen 9 6900HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+6900HS&id=4680,,,,
Tesla P4,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+P4&id=4631,,,,
Radeon R9 290X / 390X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X+%2F+390X&id=2697,04 Jan 14,619.99,13 May 21,579
Radeon Pro 5500M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5500M&id=4165,,,,
Radeon RX 6550M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6550M&id=4941,,,,
Radeon R9 295X2,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+295X2&id=2878,,,,
Q12U-1,https://www.videocardbenchmark.net/gpu.php?gpu=Q12U-1&id=3625,,,,
Quadro T1000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000&id=4124,05 Sep 21,429.99,23 Sep 23,378.99
Quadro P3000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3000&id=3688,,,,
Radeon RX590 GME,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX590+GME&id=4290,,,,
Ryzen 9 PRO 6950H,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+PRO+6950H&id=4636,,,,
Radeon RX 5600M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5600M&id=4217,,,,
Radeon Pro WX 7100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+7100&id=3611,11 Dec 16,628.99,20 Nov 21,"1,173"
Ryzen 9 4900HS with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+4900HS+with+Radeon+Graphics&id=4273,,,,
Radeon Ryzen 7 6800HS Creator Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800HS+Creator+Edition&id=4697,,,,
Radeon R9 290,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290&id=4259,,,,
Radeon HD 7970 / R9 280X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7970+%2F+R9+280X&id=51,,,,
GeForce RTX 3050 4GB Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+4GB+Laptop+GPU&id=4769,,,,
Radeon R9 290 / 390,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290+%2F+390&id=2719,02 Jan 14,499.99,14 May 21,459
Radeon Pro Duo,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Duo&id=3575,23 Sep 16,"1,353.44",15 Apr 22,"1,199.06"
GeForce GTX 1050 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+with+Max-Q+Design&id=3971,,,,
T1200 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=T1200+Laptop+GPU&id=4422,,,,
Radeon RX 6500M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6500M&id=4599,,,,
GeForce GTX 1650,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650&id=4078,28 Apr 19,149.99,20 Aug 23,137.76
GeForce GTX 1060 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+%28Mobile%29&id=4086,,,,
Radeon Ryzen 7 PRO 6850H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850H&id=4685,,,,
GeForce GTX 1660 Ti with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti+with+Max-Q+Design&id=4082,,,,
Radeon RX 470/570,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470%2F570&id=3558,18 Sep 16,194.99,03 Sep 21,399.99
Radeon PRO Ryzen 7 PRO 6850U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+PRO+Ryzen+7+PRO+6850U&id=4658,,,,
Quadro P2000 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000+with+Max-Q+Design&id=3982,,,,
Radeon Ryzen 7 6800HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800HS&id=4661,,,,
FirePro W9100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W9100&id=3028,,,,
Radeon Ryzen 7 6800H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800H&id=4657,,,,
T1000,https://www.videocardbenchmark.net/gpu.php?gpu=T1000&id=4442,28 Aug 21,396.99,02 Dec 23,399.99
Radeon 760M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+760M&id=4902,,,,
RTX A500 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=RTX+A500+Laptop+GPU&id=4649,,,,
Ryzen 7 6800H,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800H&id=4611,,,,
Radeon Pro 570,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+570&id=4099,,,,
Ryzen 7 6800HS Creator Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800HS+Creator+Edition&id=4590,,,,
Radeon RX 6400,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6400&id=4536,03 May 22,159.99,10 Feb 24,168.41
T1000 8GB,https://www.videocardbenchmark.net/gpu.php?gpu=T1000+8GB&id=4513,,,,
Ryzen 9 6900HX with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+6900HX+with+Radeon+Graphics&id=4607,,,,
GeForce GTX 760 Ti OEM,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti+OEM&id=4108,,,,
Radeon HD 7990,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7990&id=2528,,,,
Quadro P2000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000&id=3712,14 Apr 17,444.96,06 Jun 23,429.78
Intel Arc A380,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A380&id=4568,,,,
Radeon Ryzen 7 7735HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7735HS&id=4692,,,,
Radeon Ryzen 9 7950X 16-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7950X+16-Core&id=4652,,,,
Ryzen 7 PRO 6850U,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6850U&id=4626,,,,
GeForce GTX 1060 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769,,,,
Quadro T2000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000&id=4113,,,,
Radeon Pro 5300M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5300M&id=4172,,,,
Radeon Ryzen 7 PRO 6850HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850HS&id=4691,,,,
Intel Arc,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc&id=4955,,,,
Radeon HD 8990,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8990&id=2727,,,,
Ryzen 7 6800H with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800H+with+Radeon+Graphics&id=4584,,,,
Radeon RX 6500,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6500&id=4843,,,,
GeForce GTX 970M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970M&id=2981,25 Apr 16,"1,999.99",10 Mar 20,209.99
Radeon Ryzen 5 7535HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7535HS&id=4808,,,,
Radeon R9 280X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280X&id=3466,,,,
GeForce GTX 960,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960&id=3114,26 Mar 15,194.99,20 Nov 21,172
GeForce GTX 1050 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+%28Mobile%29&id=4088,,,,
EIZO Quadro MED-XN51LP,https://www.videocardbenchmark.net/gpu.php?gpu=EIZO+Quadro+MED-XN51LP&id=4000,,,,
GeForce GTX 980M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980M&id=2976,,,,
Ryzen 7 6800U,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800U&id=4625,,,,
GeForce GTX 1650 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090,,,,
Radeon RX 580 2048SP,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580+2048SP&id=4049,,,,
GeForce GTX 770,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770&id=2531,02 Jun 13,399.99,30 Mar 22,249
Quadro P3000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3000&id=3688,,,,
Radeon HD 7950 / R9 280,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7950+%2F+R9+280&id=325,,,,
Quadro RTX 3000 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+3000+with+Max-Q+Design&id=4152,,,,
GeForce GTX 1650 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+Ti&id=4195,,,,
Quadro M5000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000M&id=3408,,,,
Radeon Ryzen 7 PRO 6850U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850U&id=4662,,,,
Quadro M4000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M4000&id=3325,06 Oct 15,889,25 May 21,479
Quadro T2000 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000+with+Max-Q+Design&id=4218,,,,
Barco MXRT 7600,https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+7600&id=4014,,,,
T600 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=T600+Laptop+GPU&id=4424,,,,
Radeon RX Vega M GL,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GL&id=3903,,,,
Ryzen 7 PRO 6850U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6850U+with+Radeon+Graphics&id=4579,,,,
GeForce MX570 A,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX570+A&id=4595,,,,
Radeon RX 560X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+560X&id=3955,,,,
GeForce MX570,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX570&id=4560,,,,
GeForce GTX 1050 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti&id=3595,21 Dec 16,137.99,03 Mar 24,278.56
GeForce GTX 680,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680&id=41,30 Mar 12,499.99,16 May 21,159.99
Quadro K5200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5200&id=2941,10 Sep 14,"1,999",10 Apr 22,499
FirePro W7100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7100&id=3130,10 Jul 15,619.99,30 Mar 22,398.57
Radeon R9 M395X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395X&id=3340,,,,
Quadro T1000 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000+with+Max-Q+Design&id=4295,,,,
Radeon R9 270X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270X&id=2702,28 Dec 13,199.99,13 May 21,199
FirePro W8100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W8100&id=2937,,,,
Radeon Pro 465,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+465&id=4134,,,,
Ryzen 9 5900HS with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+5900HS+with+Radeon+Graphics&id=4397,,,,
Radeon Pro Vega 16,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Vega+16&id=4098,,,,
Radeon Ryzen 7 7735H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7735H&id=4764,,,,
Quadro T1000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000&id=4124,05 Sep 21,429.99,05 Nov 23,375.99
Ryzen 7 PRO 6860Z with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6860Z+with+Radeon+Graphics&id=4587,,,,
GeForce GTX 690,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+690&id=1462,15 Jul 12,"1,199.99",13 May 21,649
Radeon Ryzen 5 6600H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+6600H&id=4674,,,,
FirePro S9000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+S9000&id=3209,,,,
Ryzen 7 6800U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800U+with+Radeon+Graphics&id=4588,,,,
Radeon R9 280,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280&id=3465,,,,
GRID M60-8A,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-8A&id=4171,,,,
Radeon HD 7870 XT,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7870+XT&id=2557,,,,
Quadro P1000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P1000&id=3727,15 Apr 17,330,12 Aug 22,335
Radeon R9 M390X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M390X&id=3405,,,,
T600,https://www.videocardbenchmark.net/gpu.php?gpu=T600&id=4439,28 Aug 21,297,09 Mar 23,239.99
GeForce GTX 1050 3GB,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+3GB&id=4603,,,,
Barco MXRT 7500,https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+7500&id=3353,,,,
Radeon R9 380X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380X&id=3266,10 Mar 16,249.99,13 May 21,823.24
Radeon R9 285 / 380,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+285+%2F+380&id=3116,,,,
GeForce GTX 760,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760&id=2561,15 Aug 13,316.99,13 May 21,209.99
GRID P6-4Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P6-4Q&id=3913,,,,
GeForce GTX 880M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+880M&id=2850,,,,
GRID K2,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K2&id=2616,04 Nov 13,"4,900",13 Nov 22,"4,449.99"
GeForce GTX 670,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670&id=35,19 May 12,399.99,10 Jun 21,99
GeForce GTX 690,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+690&id=1462,15 Jul 12,"1,199.99",13 May 21,649
FirePro W7170M,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7170M&id=3412,,,,
GeForce GTX 680M KY_Bullet Edition,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M+KY_Bullet+Edition&id=3832,,,,
Quadro M4000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M4000M&id=3297,,,,
Radeon Pro WX 4150,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4150&id=3787,10 Oct 21,635.49,01 Jun 22,610.04
FirePro M6100 FireGL V,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6100+FireGL+V&id=3695,,,,
Radeon Ryzen 9 PRO 6950HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+PRO+6950HS&id=4729,,,,
GeForce GTX 1650 Ti with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+Ti+with+Max-Q+Design&id=4209,,,,
GeForce GTX 760 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti&id=2801,,,,
Radeon R9 M290X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M290X&id=2918,,,,
Radeon RX Vega M GH,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GH&id=3915,,,,
Radeon R9 M470X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M470X&id=3574,,,,
Quadro M2200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2200&id=3732,,,,
Radeon Pro WX 7130,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+7130&id=4129,,,,
GeForce GTX 970M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970M&id=2981,25 Apr 16,"1,999.99",10 Mar 20,209.99
Radeon R9 380,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380&id=3460,26 May 16,264.99,14 Mar 20,399
Radeon Ryzen 7 7735U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7735U&id=4803,,,,
Radeon Ryzen 7 Pro 7735U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+Pro+7735U&id=4977,,,,
GeForce GTX 660 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660+Ti&id=88,27 Aug 12,"1,439.99",30 Mar 22,144
Intel Arc A310,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A310&id=4879,,,,
GeForce GTX 1650 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+with+Max-Q+Design&id=4104,,,,
GeForce GTX 950,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950&id=3295,24 Aug 15,159.99,30 Mar 22,141.99
GeForce MX550,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX550&id=4493,,,,
T550 Laptop GPU,https://www.videocardbenchmark.net/gpu.php?gpu=T550+Laptop+GPU&id=4520,,,,
Radeon R9 270 / R7 370,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270+%2F+R7+370&id=2766,,,,
Radeon R9 270X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270X&id=2702,28 Dec 13,199.99,13 May 21,199
FirePro S7000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+S7000&id=2804,,,,
Radeon RX 5500M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5500M&id=4193,,,,
Radeon Eng Sample: 100-000000560-40_Y,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Eng+Sample%3A+100-000000560-40_Y&id=4963,,,,
Radeon Ryzen 9 7900X 12-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7900X+12-Core&id=4659,,,,
