"Name","Score","Link","G2DScore","G3DScore"
"Quadro P4200 with Max-Q Design","4,367","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P4200+with+Max-Q+Design&id=3999","606","11447"
"Radeon R9 Fury + Fury X","4,355","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury+%2B+Fury+X&id=3245","811","9741"
"GeForce RTX 3050 Ti Laptop GPU","4,309","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+Ti+Laptop+GPU&id=4393","497","10159"
"GeForce GTX 1060","4,296","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060&id=3548","751","10072"
"Radeon RX 5500","4,279","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5500&id=4164","756","8818"
"Radeon R9 Fury X","4,242","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury+X&id=3634","843","10011"
"Quadro P4200","4,239","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P4200&id=3959","511","10685"
"Radeon RX 5300","4,234","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5300&id=4420","744","7641"
"GeForce GTX 1060 5GB","4,187","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+5GB&id=3923","618","9058"
"Radeon Pro 580","4,162","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+580&id=3933","943","7753"
"Radeon R9 Fury","4,154","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury&id=3256","796","9592"
"A10-8Q","4,147","https://www.videocardbenchmark.net/gpu.php?gpu=A10-8Q&id=4780","253","7042"
"RTX 500 Ada Generation Laptop GPU","4,131","https://www.videocardbenchmark.net/gpu.php?gpu=RTX+500+Ada+Generation+Laptop+GPU&id=5056","511","10908"
"GeForce GTX Titan","4,127","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433","630","8190"
"Radeon Pro 5500 XT","4,121","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5500+XT&id=4264","606","8359"
"GeForce GTX 1650 (Mobile)","4,115","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090","384","6969"
"GeForce GTX 1060 3GB","4,114","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+3GB&id=3566","775","9758"
"GeForce GTX 780 Ti","4,112","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780+Ti&id=2717","635","9517"
"GeForce GTX 970","4,092","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970&id=2954","772","9645"
"Radeon Pro 5600M","4,054","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5600M&id=4225","687","9313"
"GeForce RTX 2070 with Max-Q Design","4,039","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2070+with+Max-Q+Design&id=4048","483","11738"
"Radeon 780M","4,015","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+780M&id=4818","878","7096"
"Radeon RX 590","4,009","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+590&id=4025","791","9416"
"Quadro M5000","4,001","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000&id=3369","661","9412"
"GeForce RTX 2060 (Mobile)","3,989","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+%28Mobile%29&id=4085","540","11355"
"Radeon R9 390","3,986","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464","799","8921"
"Radeon Pro Vega 48","3,979","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Vega+48&id=4127","784","11300"
"Quadro P2200","3,958","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2200&id=4133","915","9330"
"Quadro RTX 3000","3,953","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+3000&id=4119","519","11173"
"GeForce GTX 1060 with Max-Q Design","3,912","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769","413","7897"
"Tesla M40","3,892","https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M40&id=4395","471","10377"
"RTX A1000 Laptop GPU","3,890","https://www.videocardbenchmark.net/gpu.php?gpu=RTX+A1000+Laptop+GPU&id=4558","527","9458"
"Radeon RX 470/570","3,852","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470%2F570&id=3558","727","8017"
"Quadro M5500","3,848","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5500&id=3459","698","7915"
"GeForce RTX 3050 Laptop GPU","3,827","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+Laptop+GPU&id=4408","473","9457"
"RadeonT 780M","3,825","https://www.videocardbenchmark.net/gpu.php?gpu=RadeonT+780M&id=4897","799","7056"
"Radeon Pro 580X","3,805","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+580X&id=4138","698","7540"
"Radeon Ryzen 7 PRO 6860Z","3,800","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6860Z&id=4708","713","4594"
"Radeon RX 580X","3,759","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580X&id=4055","885","7798"
"GeForce GTX TITAN Black","3,756","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Black&id=2842","591","8939"
"Quadro T2000","3,736","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000&id=4113","452","7179"
"GeForce GTX 1660 Ti (Mobile)","3,694","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti+%28Mobile%29&id=4091","486","10198"
"Quadro P3200 with Max-Q Design","3,686","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3200+with+Max-Q+Design&id=3963","527","9242"
"Quadro P2000","3,673","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000&id=3712","640","6931"
"Radeon R9 390X","3,664","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390X&id=3467","822","9440"
"Radeon PRO W6400","3,653","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+PRO+W6400&id=4530","771","8013"
"Radeon RX 580","3,636","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580&id=3736","770","8874"
"Quadro P3200","3,611","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3200&id=3942","456","8911"
"GeForce GTX 1070 with Max-Q Design","3,583","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1070+with+Max-Q+Design&id=3779","438","9895"
"Radeon RX 480","3,571","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+480&id=3533","777","8623"
"Radeon Pro 5300","3,561","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5300&id=4315","631","7144"
"Tesla M60","3,522","https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M60&id=3774","513","7551"
"GeForce GTX Titan","3,501","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433","630","8190"
"GeForce RTX 2060 with Max-Q Design","3,495","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2060+with+Max-Q+Design&id=4199","416","9758"
"Radeon R9 290X","3,447","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X&id=4263","767","8638"
"Tesla M60","3,428","https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+M60&id=3774","513","7551"
"GeForce RTX 2050","3,424","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+2050&id=4501","467","7657"
"GeForce GTX TITAN Z","3,419","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884","656","8987"
"Quadro M5000M","3,397","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000M&id=3408","467","6914"
"Radeon R9 390","3,396","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464","799","8921"
"Radeon Pro 5500M","3,396","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5500M&id=4165","669","6820"
"GeForce GTX TITAN Z","3,381","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884","656","8987"
"GeForce GTX 1050 Ti with Max-Q Design","3,374","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+with+Max-Q+Design&id=3922","354","5377"
"Quadro K6000","3,363","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K6000&id=2666","541","8053"
"Radeon RX Vega M GH","3,356","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GH&id=3915","780","6570"
"Ryzen 9 6900HS with Radeon Graphics","3,343","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+6900HS+with+Radeon+Graphics&id=4583","708","6098"
"GeForce GTX 1050 Ti (Mobile)","3,343","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+%28Mobile%29&id=4089","323","5919"
"GeForce GTX 780","3,330","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780&id=2525","590","8009"
"Tesla P4","3,327","https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+P4&id=4631","389","8768"
"Radeon Ryzen 9 6900HS","3,319","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+6900HS&id=4680","678","7384"
"Radeon RX 6550M","3,313","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6550M&id=4941","457","9315"
"AMD Ryzen Z1 Extreme","3,305","https://www.videocardbenchmark.net/gpu.php?gpu=AMD+Ryzen+Z1+Extreme&id=4918","780","7196"
"Radeon R9 290X / 390X","3,300","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X+%2F+390X&id=2697","699","8389"
"Q12U-1","3,274","https://www.videocardbenchmark.net/gpu.php?gpu=Q12U-1&id=3625","600","5164"
"Quadro T1000","3,274","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000&id=4124","418","6549"
"Quadro P3000","3,268","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3000&id=3688","438","6558"
"Radeon RX590 GME","3,240","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX590+GME&id=4290","665","8608"
"Ryzen 9 PRO 6950H","3,233","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+PRO+6950H&id=4636","950","5759"
"Radeon R9 295X2","3,231","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+295X2&id=2878","764","8639"
"GeForce RTX 3050 4GB Laptop GPU","3,228","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+3050+4GB+Laptop+GPU&id=4769","408","6884"
"Radeon RX 5600M","3,225","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5600M&id=4217","493","8705"
"Radeon Pro WX 7100","3,214","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+7100&id=3611","817","7898"
"Ryzen 7 7735HS with Radeon Graphics","3,212","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+7735HS+with+Radeon+Graphics&id=4864","777","5128"
"Ryzen 9 4900HS with Radeon Graphics","3,183","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+4900HS+with+Radeon+Graphics&id=4273","366","7419"
"Radeon HD 7970 / R9 280X","3,168","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7970+%2F+R9+280X&id=51","730","5248"
"Radeon R9 290","3,167","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290&id=4259","775","8311"
"Radeon Ryzen 7 6800HS Creator Edition","3,154","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800HS+Creator+Edition&id=4697","796","5453"
"Radeon R9 290 / 390","3,137","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290+%2F+390&id=2719","695","8150"
"Radeon Pro Duo","3,118","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Duo&id=3575","765","8164"
"Radeon 760M","3,107","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+760M&id=4902","895","5909"
"T1200 Laptop GPU","3,107","https://www.videocardbenchmark.net/gpu.php?gpu=T1200+Laptop+GPU&id=4422","462","7869"
"GeForce GTX 1050 with Max-Q Design","3,097","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+with+Max-Q+Design&id=3971","289","4070"
"FirePro W9100","3,093","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W9100&id=3028","752","7987"
"GeForce GTX 1650","3,086","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650&id=4078","575","7880"
"GeForce GTX 1060 (Mobile)","3,085","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+%28Mobile%29&id=4086","444","8161"
"Radeon Ryzen 7 PRO 6850H","3,085","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850H&id=4685","756","5767"
"Radeon RX 6500M","3,068","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6500M&id=4599","405","7852"
"GeForce GTX 1660 Ti with Max-Q Design","3,067","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1660+Ti+with+Max-Q+Design&id=4082","364","8613"
"Quadro P2000 with Max-Q Design","3,054","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000+with+Max-Q+Design&id=3982","489","5333"
"Radeon Ryzen 7 6800HS","3,053","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800HS&id=4661","757","6228"
"Radeon PRO Ryzen 7 PRO 6850U","3,052","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+PRO+Ryzen+7+PRO+6850U&id=4658","745","5707"
"Radeon RX 470/570","3,048","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470%2F570&id=3558","727","8017"
"T1000","3,037","https://www.videocardbenchmark.net/gpu.php?gpu=T1000&id=4442","870","7679"
"Ryzen 7 6800HS Creator Edition","3,036","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800HS+Creator+Edition&id=4590","830","5382"
"RTX A500 Laptop GPU","3,028","https://www.videocardbenchmark.net/gpu.php?gpu=RTX+A500+Laptop+GPU&id=4649","443","6797"
"Ryzen 7 6800H","3,026","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800H&id=4611","808","5248"
"Radeon Ryzen 7 6800H","3,019","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800H&id=4657","779","5337"
"Radeon Pro 570","3,012","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+570&id=4099","697","6337"
"T1000 8GB","2,975","https://www.videocardbenchmark.net/gpu.php?gpu=T1000+8GB&id=4513","865","7608"
"Radeon RX 6400","2,971","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6400&id=4536","697","7551"
"Ryzen 9 6900HX with Radeon Graphics","2,956","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+6900HX+with+Radeon+Graphics&id=4607","829","5362"
"GeForce GTX 760 Ti OEM","2,943","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti+OEM&id=4108","694","5427"
"Radeon HD 7990","2,939","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7990&id=2528","766","5566"
"Intel Arc A530M","2,930","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A530M&id=4981","602","6238"
"Quadro P2000","2,920","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000&id=3712","640","6931"
"Radeon Ryzen 7 7735HS","2,896","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7735HS&id=4692","828","5396"
"Ryzen 7 PRO 6850U","2,895","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6850U&id=4626","741","5581"
"GeForce GTX 1060 with Max-Q Design","2,892","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769","413","7897"
"Quadro T2000","2,878","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000&id=4113","452","7179"
"Radeon HD 8990","2,836","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8990&id=2727","658","5214"
"Radeon Pro 5300M","2,834","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+5300M&id=4172","611","5967"
"Intel Arc A380","2,829","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A380&id=4568","615","6254"
"Intel Arc","2,827","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc&id=4955","663","5081"
"GeForce GTX 970M","2,827","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970M&id=2981","391","5739"
"GeForce GTX 960","2,809","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960&id=3114","674","6071"
"GeForce GTX 1050 (Mobile)","2,800","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+%28Mobile%29&id=4088","292","4462"
"EIZO Quadro MED-XN51LP","2,799","https://www.videocardbenchmark.net/gpu.php?gpu=EIZO+Quadro+MED-XN51LP&id=4000","952","5048"
"GeForce GTX 980M","2,797","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980M&id=2976","497","7341"
"Radeon R9 280X","2,796","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280X&id=3466","682","6191"
"Radeon Ryzen 7 PRO 6850HS","2,789","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850HS&id=4691","851","5039"
"Ryzen 7 6800U","2,783","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800U&id=4625","784","5006"
"Radeon Ryzen 9 7950X 16-Core","2,772","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7950X+16-Core&id=4652","601","4230"
"GeForce GTX 770","2,768","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770&id=2531","562","5925"
"GeForce GTX 1650 (Mobile)","2,767","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090","384","6969"
"Radeon RX 6500","2,755","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+6500&id=4843","802","7467"
"Radeon RX 580 2048SP","2,749","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+580+2048SP&id=4049","661","7701"
"Quadro P3000","2,736","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3000&id=3688","438","6558"
"Ryzen 7 6800H with Radeon Graphics","2,735","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800H+with+Radeon+Graphics&id=4584","762","4801"
"Radeon HD 7950 / R9 280","2,725","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7950+%2F+R9+280&id=325","691","4765"
"GeForce GTX 1650 Ti","2,723","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1650+Ti&id=4195","388","7570"
"Quadro RTX 3000 with Max-Q Design","2,718","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+3000+with+Max-Q+Design&id=4152","342","8350"
"Quadro M4000","2,680","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M4000&id=3325","679","6673"
"Quadro T2000 with Max-Q Design","2,674","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T2000+with+Max-Q+Design&id=4218","432","6922"
"Barco MXRT 7600","2,673","https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+7600&id=4014","442","4944"
"Quadro M5000M","2,672","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000M&id=3408","467","6914"
"Radeon RX Vega M GL","2,665","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GL&id=3903","481","3632"
"T600 Laptop GPU","2,664","https://www.videocardbenchmark.net/gpu.php?gpu=T600+Laptop+GPU&id=4424","447","7028"
"Radeon RX 560X","2,660","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+560X&id=3955","435","3197"
"Radeon Ryzen 7 PRO 6850U","2,653","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+6850U&id=4662","758","5185"
"Ryzen 7 PRO 6850U with Radeon Graphics","2,653","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6850U+with+Radeon+Graphics&id=4579","799","5116"
"GeForce GTX 1050 Ti","2,644","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti&id=3595","649","6316"
"GeForce GTX 680","2,626","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680&id=41","532","5553"
"GeForce MX570","2,615","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX570&id=4560","400","5749"
"FirePro W7100","2,600","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7100&id=3130","683","5314"
"Radeon R9 M395X","2,599","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395X&id=3340","733","5195"
"Radeon R9 270X","2,593","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270X&id=2702","612","4890"
"FirePro W8100","2,588","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W8100&id=2937","717","7279"
"Quadro T1000 with Max-Q Design","2,588","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000+with+Max-Q+Design&id=4295","437","6724"
"Ryzen 7 7735U with Radeon Graphics","2,586","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+7735U+with+Radeon+Graphics&id=5073","753","5216"
"GeForce MX570 A","2,585","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX570+A&id=4595","378","5957"
"Quadro K5200","2,583","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5200&id=2941","533","6041"
"Radeon Pro 465","2,568","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+465&id=4134","562","4538"
"Ryzen 9 5900HS with Radeon Graphics","2,560","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+5900HS+with+Radeon+Graphics&id=4397","536","5570"
"Radeon Pro Vega 16","2,548","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Vega+16&id=4098","585","4809"
"Ryzen 7 PRO 6860Z with Radeon Graphics","2,544","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+6860Z+with+Radeon+Graphics&id=4587","793","4869"
"Radeon Ryzen 7 7735H","2,540","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7735H&id=4764","776","5047"
"GeForce GTX 690","2,524","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+690&id=1462","463","5562"
"Quadro T1000","2,520","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+T1000&id=4124","418","6549"
"FirePro S9000","2,517","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+S9000&id=3209","561","5059"
"GRID M60-8A","2,508","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-8A&id=4171","380","5523"
"Radeon R9 280","2,507","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280&id=3465","665","5558"
"Radeon HD 7870 XT","2,502","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7870+XT&id=2557","661","4470"
"Radeon Ryzen 5 7535HS","2,502","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7535HS&id=4808","800","3863"
"Quadro P1000","2,490","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P1000&id=3727","599","4454"
"Radeon R9 M390X","2,483","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M390X&id=3405","435","3597"
"Ryzen 7 6800U with Radeon Graphics","2,480","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+6800U+with+Radeon+Graphics&id=4588","751","4829"
"GeForce GTX 1050 3GB","2,474","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+3GB&id=4603","598","5129"
